,username,date_t,text_t,favorites,hashtags,retweets,replies,author_id
547,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
548,eluceo_himes,2019-04-21 23:06:09+00:00,190421 알라딘 팬싸인회 귀여워 #JIN #진 #석진 #김석진 #석지니 #worldwidehandsome #방탄소년단 #BTS⁠ @BTS_twt,5158,#JIN #worldwidehandsome #BTS #BTS,2192,4,1058079828463603712
549,SGMin_9395,2019-04-21 23:05:55+00:00,시발 키티갱 박쥐민 못본게 내 백년 한이다 시발 빅히트 놈들아,1,,0,0,816997036524376065
550,MAGGY_RM_,2019-04-21 23:05:45+00:00,"Como no estar orgullosa, es lo que todo artista sueña! Mis bebés lo merecían #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt",1,#PersonaBillboardNo1 #BTS #BTS,1,0,1096562037977694208
551,sajakook,2019-04-21 23:05:33+00:00,Our Kings are the best. Proudddd @BTS_twt #방탄소년단 #BTS #BTSARMY,6,#BTS #BTS #BTSARMY #BTSARMY,0,0,1014167439557439488
552,eluceo_himes,2019-04-21 23:05:30+00:00,190421 알라딘 팬싸인회 살아있는 손끝 손키스후 석지니표정 행복해보이구 나도 넘행복해 #JIN #진 #석진 #김석진 #석지니 #worldwidehandsome #방탄소년단 #BTS⁠ @BTS_twt,1181,#JIN #worldwidehandsome #BTS #BTS,384,0,1058079828463603712
553,52Hz_chart,2019-04-21 23:05:28+00:00,190422 08 KST #작은것들을위한시 Melon 1st Genie 1st Mnet 3rd ▽1 Naver 37th new Soribada 1st #방탄소년단 ,16,,9,0,735462185573351424
554,seth_1203pri,2019-04-21 23:05:26+00:00, #MapOfTheSoul_PERSONA @BTS_twt #BTS #방탄소년단 #BBMAs #BTSBillboardTopGroup #BTSBillboardTopSocialArtist #Speak_Yourself,0,#MapOfTheSoul_PERSONA #BTS #BTS #BBMAs #BBMAs #BTSBillboardTopGroup #BTSBillboardTopSocialArtist #Speak_Yourself,0,0,704574260
555,mlcskeeee5,2019-04-21 23:05:21+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww @YouTubeより みんながちゃんと踊れるからこそこのゆるーい感じでも魅せれるんだよね〜,0,,0,0,841251018180509696
556,pinkjm_13,2019-04-21 23:05:11+00:00,이 세기에 비틀즈 이후로 미국에서 1년 내에 차트 1위 앨범을 3개 보유하고 있는 아티스트 @BTS_twt Congrats fam!!! #BTS #방탄소년단 #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA #BoyWithLuv #BTSARMY,33,#BTS #BTS #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA #BoyWithLuv #BTSARMY #BTSARMY,41,0,1061072346344235008
557,guccigirlportae,2019-04-21 23:05:00+00:00,#방탄소년단 #BTS @BTS_twt,2,#BTS #BTS,0,0,1032753542317133825
558,guccigirlportae,2019-04-21 23:04:59+00:00,#방탄소년단 #BTS @BTS_twt,2,#BTS #BTS,0,1,1032753542317133825
559,guccigirlportae,2019-04-21 23:04:57+00:00,#방탄소년단 #BTS #tattooist,3,#BTS #BTS #tattooist,0,1,1032753542317133825
560,closetJKV9597,2019-04-21 23:04:56+00:00,He so in love . . #kimtaehyung #taehyung #v #taetae #jeonjungkook #jeongguk #jungkook #taekook #vkook #kookv #BTS #김태형 #태형 #태태 #뷔 #전정국 #정국 #태국 #뷔국 #방탄소년단 ,0,#kimtaehyung #taehyung #v #taetae #jeonjungkook #jeongguk #jungkook #taekook #vkook #kookv #BTS #BTS,0,0,166524404
561,guccigirlportae,2019-04-21 23:04:56+00:00,#방탄소년단 #tattoolife @BTS_twt,2,#tattoolife,0,1,1032753542317133825
562,TaesWinterBaby,2019-04-21 23:04:56+00:00,BTS Is paving the way #BTS #방탄소년단 #BoyWithLuv #BBMAs #bbmavoting,0,#BTS #BTS #BoyWithLuv #BBMAs #BBMAs #bbmavoting,0,0,1077786255948201984
563,guccigirlportae,2019-04-21 23:04:54+00:00,"Hagamos entre todos un thread de tatuajes inspirados en Bangtan, quiero uno y necesito ideas. Empiezo yo :v #BTS #방탄소년단 #tattoolife @BTS_twt",3,#BTS #BTS #tattoolife,1,1,1032753542317133825
564,tanjin_twts,2019-04-21 23:04:43+00:00,Kings for a reason!!! Proud of u boys #BTS #방탄소년단 #BestSellers #Legends #BTSPavedTheWay @BTS_twt,1,#BTS #BTS #BestSellers #Legends #BTSPavedTheWay,0,0,891755973974544384
565,fnatalia721,2019-04-21 23:04:36+00:00,#NuevaFotoDePerfil #ArmyfollowArmy cumplo #BoyWithLuv #방탄소년단 #BTS,4,#NuevaFotoDePerfil #ArmyfollowArmy #BoyWithLuv #BTS #BTS,1,0,812117948705939457
566,peach_youn_93,2019-04-21 23:04:30+00:00,너무 대단해서 빅히트 앞에 화환이라도 보내주고 싶은게 내 심정이야 보라해 얘들아 @BTS_twt #PersonaBillboardNo1 #PersonaUKNumber1,6,#PersonaBillboardNo1 #PersonaUKNumber1,11,0,2547613268
567,firdevs_shadow,2019-04-21 23:04:26+00:00,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA @YouTube aracılığıyla,0,,0,0,933017226826932224
568,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
569,michellleon97,2019-04-21 23:04:23+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww via @YouTube #TXT #BTS #BTSARMY @BTS_twt #BT21 #Webtoon #manga,0,#TXT #BTS #BTS #BTSARMY #BTSARMY #BT21 #Webtoon #manga,0,0,3153628676
570,btshwyh,2019-04-21 23:04:11+00:00,방탄소년단 콘서트 화양연화 온 스테이지 에필로그 티켓 첫콘 30구역 6n번대 양도합니다 디엠주세요~ ##방탄소년단콘서트,0,,0,0,713352514876256256
571,livevoice1,2019-04-21 23:04:11+00:00,WITH LOVE for BTSV / Kim Taehyung / Taehyung @BTS_twt #BTSV #KimTaehyung #Taehyung [BANGTAN BOMB] BTS PROM PARTY : UNIT STAGE - 죽어도 너야 - BTS (방탄소년단) https://youtu.be/tt9nIyzN79Y via @YouTube,0,#BTSV #KimTaehyung #Taehyung,0,0,1045123668345405440
572,soilovebangtan,2019-04-21 23:04:10+00:00,LET'S GET IT #ARMY #BTS #방탄소년단 @BTS_twt,0,#ARMY #BTS #BTS,0,0,989546054449152001
573,v7E9sF0MhCTmaoC,2019-04-21 23:04:09+00:00,화목해 보이네요:) 방탄소년단 화이팅! 방탄소년단은 춤을 잘 추는것 같아요 안무가 어려워보이는데도 잘 따라가는게 신기해요! ,4,,0,0,1118292980664692736
574,MAGGY_RM_,2019-04-21 23:04:07+00:00," Con 230k copias vendidas #MAP_OF_THE_SOUL_PERSONA debuta como #1 en #BB200 Este es el 3er álbum de @BTS_twt en lograrlo... orgullosa, bien hecho!!! #PersonaBillboardNo1 #BTS #방탄소년단 https://youtu.be/XsX3ATc3FbA",0,#MAP_OF_THE_SOUL_PERSONA #BB200 #PersonaBillboardNo1 #BTS #BTS,0,0,1096562037977694208
575,natsuka___81,2019-04-21 23:03:56+00:00,Billboard １位当たり前かな #PersonaBillboardNo1 おめでとう #BTS⁠ ⁠⁠ ⁠@BTS_twt #방탄소년단 #PERSONA #MapOfTheSoulPersona,14,#PersonaBillboardNo1 #BTS #BTS #PERSONA #MapOfTheSoulPersona,2,0,3560923699
576,Troang1411,2019-04-21 23:03:53+00:00,#GoodmorningTaehyung #v #KimTaehyung #김태형 #방탄소년단 Chào buổi sáng my boy ,5,#GoodmorningTaehyung #v #KimTaehyung,2,1,824586449903169536
577,Park_jimin_9,2019-04-21 23:03:49+00:00,#BBMAs #방탄소년단 #BTSBBMAs #BTSBillboardTopSocialArtist #BTSBBMAs2019,0,#BBMAs #BBMAs #BTSBBMAs #BTSBillboardTopSocialArtist #BTSBBMAs2019,0,0,861120507743150080
578,shellywho,2019-04-21 23:03:43+00:00,Trending #5 in the US! @bts_twt [CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww via @YouTube,1,,1,0,17588948
579,TAETAE_eyes,2019-04-21 23:03:13+00:00,#PersonaBillboardNo1 Map of the Soul : PERSONA - Billboard 200 1위 세번째 앨범 - 1996년 비틀즈 이후 21세기에 1년 내 빌보드200 1위를 3번차지한 첫번째 그룹 너무대단하구 너무축하해 #우리방탄 #BTS #방탄소년단 @BTS_twt,32,#PersonaBillboardNo1 #BTS #BTS,46,0,918078354242203648
580,JLM7sEm12yWeROP,2019-04-21 23:02:52+00:00,방탄소년단은 적게일하고 많이벌고 빅힛는 일한만큼벌어^^,0,,0,0,1024285281116086273
581,Elpida37399812,2019-04-21 23:02:51+00:00,#PersonaBillboardNo1 #BTS #방탄소년단 ,1,#PersonaBillboardNo1 #BTS #BTS,0,0,1113129501809094656
582,jinkunmajikawai,2019-04-21 23:02:23+00:00,[방탄소년단 진] (배찢주의) 팬사랑 석진모음 BTS Jin focus fancam [Jin Interactions with Fans] https://youtu.be/qvouokBNhZ8 @YouTubeより この動画に全てが詰まっている…ヨクシAppleTapeニム…アミサランヘッ後の真顔じんくんとか、被り物NGだったじんくんが上手に花冠を断ってるとことか…,0,,0,0,956430422530916352
583,onlybtsonlyarmy,2019-04-21 23:02:09+00:00,"Logros notables con MOTS: PERSONA @BTS_twt 1) 3° álbum N°1 en menos de 11 meses 2) 1° grupo, desde los Beatles, que ganaron tres N°1 en menos de 1 AÑO 3) La acumulación más rápida del álbum N°1 por un grupo desde los Monkees en 1967 (+) #PersonaBillboardNo1 #BTS #방탄소년단",8,#PersonaBillboardNo1 #BTS #BTS,9,1,1052070795063771136
584,SupermanV9597,2019-04-21 23:02:08+00:00,@BTS_twt Good morning 태형오빠 Good Morning 방탄소년단 It's midnight in UK and I have to go to sleep.I Love You ,0,,0,0,3280478700
585,RM_JMAreej,2019-04-21 23:02:02+00:00,#방탄소년단 #BTS A.R.M.Y forever..,0,#BTS #BTS,0,0,715625303289249793
586,Julia41818416,2019-04-21 23:02:01+00:00,Too powerful #BTS #방탄소년단 #V #Taehyung,1,#BTS #BTS #V #Taehyung,0,0,990589022862036992
587,Loveyourself93,2019-04-21 23:01:52+00:00,SOPE #BTS #방탄소년단 #sope @bts_bighit,2,#BTS #BTS #sope,1,0,409980630
588,BTSARMYs613,2019-04-21 23:01:45+00:00,ไม่จับฉลาก...แต่จับมือน้องกุกค่ะ โอย มือที่สัมผัสกันละมุนละไม อ่อนโยนต่อใจมากค่ะแม่ #kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #방탄소년단 #뷔 #정국 #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,45,#kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #BTS #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,27,2,852224306293723136
589,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
590,noczeup,2019-04-21 23:01:40+00:00,하씨 윤기 신났쪄 ㅠㅠㅠㄱ ㅣ여워ㅋㅋㅋㅋ #BTS #방탄소년단 #윤기 #SUGA @BTS_twt,1,#BTS #BTS #SUGA,0,0,1054549285369344001
591,kyklolo28,2019-04-21 23:01:39+00:00,"Realmente ellos no esperaban tener el reconocimiento que tienen ahora. Ellos solo trabajaban para satisfacer a la gente que los escuchaba, demostrando su gran amor por la música y haciendo de su trabajo un ejemplo de admiración para todos los jóvenes. #BTS #방탄소년단 @BTS_twt",0,#BTS #BTS,0,0,1005247395293261825
592,jcnsmie,2019-04-21 23:01:35+00:00,RT StickwitU_jk: 190421 #정국 #방탄소년단 #JUNGKOOK #BTS BTS_twt 와우 진짜 꽃이 따로 없다 ,3,#JUNGKOOK #BTS #BTS,0,0,884431094
593,jcnsmie,2019-04-21 23:01:35+00:00,RT StickwitU_jk: 190421 #정국 #방탄소년단 #JUNGKOOK #BTS BTS_twt 정말 너무 귀여워 동글동글 말랑말랑 ,1,#JUNGKOOK #BTS #BTS,1,0,884431094
594,jcnsmie,2019-04-21 23:01:34+00:00,RT THEKNOCK_JK: 190421 알라딘 팬싸인회 BTS_twt #정국 #JUNGKOOK #BTS⁠⁠ #방탄소년단 ,1,#JUNGKOOK #BTS #BTS,0,0,884431094
595,HoseokJHopeHobi,2019-04-21 23:01:30+00:00,YOU DID IT @BTS_twt! CONGRATS ON HITTING #1 AGAIN AND IN A YEAR! @BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1,2,#BTS #BTS #PersonaBillboardNo1,2,0,965080389273509888
596,NTHuyn3,2019-04-21 23:01:26+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://www.youtube.com/watch?v=CzvfbRbEjww&amp;feature=share,0,,0,0,962563168017854464
597,Crowknow_,2019-04-21 23:01:02+00:00,BTS(방탄소년단) - Boy With Luv(작은 것들을 위한 시) @인기가요 Inkigayo 20190421 https://www.crowknow.com/video/6553/bts--boy-with-luv---inkigayo-20190421 #interesting,0,#interesting,0,0,810610813287464960
598,EACH_LOVE_SELF,2019-04-21 23:00:57+00:00,아니 추첨제 왜 이렇게 좋아해요?? 빅히트 빅히트.... 큰성공회사? 답해보세요,1,,0,0,1117014679589543936
599,leevixxci,2019-04-21 23:00:44+00:00,"@BTS_twt #TAEHYUNG 태형 오빠, 좋은 아침, 오늘도 열심히 일해!나는 항상 당신과 기타 형들을 지지할 것이다!방탄소년단 대발! ",1,#TAEHYUNG,0,0,1118042669404446721
600,bartmys1998,2019-04-21 23:00:43+00:00,Fallow me plz #armyfolloarmy #ArmyfolllowArmy #방탄소년단 #ArmyHelpArmy,3,#armyfolloarmy #ArmyfolllowArmy #ArmyHelpArmy,1,3,991790030854078464
601,Julia41818416,2019-04-21 23:00:43+00:00, #BTS #방탄소년단 #JIMIN #Halsey,0,#BTS #BTS #JIMIN #Halsey,0,0,990589022862036992
602,Lehhhang,2019-04-21 23:00:41+00:00,Army ‘s angel #GoodmorningTaehyung #방탄소년단 #뷔 #방탄소년단뷔 #BTS #V #BTSV #김태형 #보라해,0,#GoodmorningTaehyung #BTS #BTS #V #BTSV,0,0,1028674001587957763
603,SweeTAENightOST,2019-04-21 23:00:38+00:00,"Good Morning Taehyung . Today is another day for you winning in everything, please take care, rest well and eat well. So handsome BTS V, Borahae. #TAE #V #BTS #KimTaehyung #방탄소년단 #뷔 #김태형 #Taehyung #BTSV",1,#TAE #V #BTS #BTS #KimTaehyung #Taehyung #BTSV,1,0,3580705332
604,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
605,Crowknow_,2019-04-21 23:00:37+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://www.crowknow.com/video/6549/choreography-bts-39--boy-with-luv39-dance-practice #music,0,#music,0,0,810610813287464960
606,Laya_1130,2019-04-21 23:00:17+00:00,빅히트 다람쥐 신의 저주를 받게 될거야,0,,0,0,1082211125725298693
