,username,date_t,text_t,favorites,hashtags,retweets,replies,author_id
288,Army_05_2016,2019-04-21 23:31:46+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS #BTSARMY @BTS_twt #Billboard200 너무너무 축하하고 보라해요 ,1,#PersonaBillboardNo1 #BTS #BTS #BTSARMY #BTSARMY #Billboard200,1,0,199631184
289,_gummyyooongi,2019-04-21 23:31:46+00:00,Daddy Park Jimin & his baby Jimin Park. #BTS #JIMIN #방탄소년단 #BoyWithLuv @BTS_twt #BoyWithLuv #armyfollowarmy #OfficiallyOurGirl #ThankYouForDionysus,2,#BTS #BTS #JIMIN #BoyWithLuv #BoyWithLuv #armyfollowarmy #OfficiallyOurGirl #ThankYouForDionysus,1,0,865149974580912128
290,BTSxHollywood,2019-04-21 23:31:44+00:00,PERSONA는 BB200에 1번이예요. 그래 미국에서 우리 방탄소년단은 팝의황자이에요! #PersonaBillboardNo1 @BTS_twt,4,#PersonaBillboardNo1,5,0,871149326189305856
291,srendipitx,2019-04-21 23:31:41+00:00,"En vista de que mañana comienzan las votaciones quiero seguir a muchas armys, denle me gusta o siganme para seguirlas de vuelta #PersonaBillboardNo1 #방탄소년단 #BTS #",1,#PersonaBillboardNo1 #BTS #BTS,0,0,810524751521345537
292,SugaLight39,2019-04-21 23:31:35+00:00, RT @Sugapowder_0309: 190421 알라딘 #SUGA #슈가 #민윤기 #BTS ⁠#SGPD ⁠⁠ #방탄소년단 @BTS_twt 표정에서 다 느껴져 ㅠㅠ 애옹이라는 거,2,#SUGA #BTS #BTS #SGPD,0,0,2459945275
293,JiminiePie13,2019-04-21 23:31:35+00:00,#PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,4,#PersonaBillboardNo1 #BTS #BTS,1,0,1050868567846080512
294,Kajez,2019-04-21 23:31:33+00:00,This artist captures her subjects brilliantly @BTS_twt #JIMIN (지민) BTS (방탄소년단) ARMY Speed Drawing K-Pop https://youtu.be/YXouk1q9RKw via @YouTube,0,#JIMIN,0,0,43428534
295,namjuuuun,2019-04-21 23:31:29+00:00,i drew yoongi. anyway stream persona! #btsfanart #yoongi #방탄소년단 ,16,#btsfanart #yoongi,4,2,1320342734
296,IMPAKT_KPOP,2019-04-21 23:31:21+00:00,【俺得MV情報】BTS(방탄소년단) _ DOPE(쩔어) MV: ,0,,0,0,1042379053
297,oceannedemir,2019-04-21 23:31:14+00:00,"I'M SO PROUD OF THEM, THEY PAVED THE WAY, I'M SPEECHLESS, THEY KEEP ACHIEVING SO MUCH THINGS IN THEIR LIVES, THEY ARE INCREDIBLE!! LOVE YOU @BTS_twt They are really the best right now!! Nobody can be in their level! #PersonaBillboardNo1 #방탄소년단",2,#PersonaBillboardNo1,0,0,1071826476
298,yara_aray30,2019-04-21 23:30:50+00:00,YOU DID IT @BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1 #Billboard200,0,#BTS #BTS #PersonaBillboardNo1 #Billboard200,0,0,499263186
299,HOPE_0802,2019-04-21 23:30:44+00:00,우리 호석이 머리띠를 못썼다고? 빅히트 개새끼야,2,,0,0,1100377545348771840
300,vahopeworld,2019-04-21 23:30:40+00:00,Felicitaciones a @BTS_twt y Army. Celebremos haciendo streaming. Cuanto orgullo. #PersonaBillboardNo1 #bts #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #bts #bts,0,0,1088101934156972041
301,Madness01092020,2019-04-21 23:30:31+00:00,Congratulations!!!! #PersonaBillboardNo1 #BTS @BTS_twt #방탄소년단 #ARMY,2,#PersonaBillboardNo1 #BTS #BTS #ARMY,1,0,1099762432690610179
302,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
303,nzl829,2019-04-21 23:30:23+00:00,wake up tae~tae #뷔 #방탄소년단 #BTSV @BTS_twt #GoodMorningTaehyung,2,#BTSV #GoodMorningTaehyung,3,0,939015305635835905
304,Lehhhang,2019-04-21 23:30:17+00:00,OH MY GOD BTS DO YOU SEE??? You are very very good #PersonaBillboardNo1 #GoodmorningTaehyung #방탄소년단 #뷔 #방탄소년단뷔 #BTS #V #BTSV #김태형 #보라해 @BTS_twt,0,#PersonaBillboardNo1 #GoodmorningTaehyung #BTS #BTS #V #BTSV,0,0,1028674001587957763
305,molina_twt,2019-04-21 23:30:16+00:00,부둥부둥 내 가수 최고다ㅠㅠ 정말정말 고생 많았고 축하해 #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,2,#PersonaBillboardNo1 #BTS #BTS,4,0,998905729355415552
306,awsedr1q,2019-04-21 23:30:07+00:00,@BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA 대박이당,0,#BTS #BTS #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA,1,0,1102202392865435649
307,ennnwa_v,2019-04-21 23:29:57+00:00, Congrats 갸아아아아악 #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1004300056114049024
308,bangbushim7,2019-04-21 23:29:54+00:00,너무 구여워서 울어ㅠㅠㅠㅠ정국아 왜 너무 귀여워!!!?!!!맘 아퐈! He's so cuteeeee aaaarghhh my heart hurts @BTS_twt #BTS #방탄소년단 #전정국 #정국 #JeonJungkook #Jungkook,0,#BTS #BTS #JeonJungkook #Jungkook,1,0,132769138
309,gippum2k,2019-04-21 23:29:53+00:00,축하해요방탄소년단 #BTS #PersonaBillboardNo1 @BTS_twt,0,#BTS #BTS #PersonaBillboardNo1,0,0,1061618023537078272
310,nali_multi,2019-04-21 23:29:47+00:00,OMG THE THIRD ONE IN A ROW! #PersonaBillboardNo1 #MapOfTheSoulPersona #방탄소년단 ,0,#PersonaBillboardNo1 #MapOfTheSoulPersona,0,0,942490999942713344
311,JessVante,2019-04-21 23:29:43+00:00, #PersonaBillboardNo1 #방탄소년단 #BTS #BTSArmy @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS #BTSArmy #BTSArmy,0,0,133900312
312,pizza_keopi,2019-04-21 23:29:23+00:00,"Maldición es geniaaaaal, estoy demasiado orgullosa nojoda @BTS_twt #BTS #방탄소년단 ",0,#BTS #BTS,0,0,567574649
313,part_of_yours,2019-04-21 23:29:14+00:00,빅히트개놈들아,0,,0,0,4689087320
314,ARMY_twt02,2019-04-21 23:29:13+00:00,Army are you ready? #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1101993286632271872
315,lovinghyung,2019-04-21 23:29:09+00:00,빅히트 요즘 욕심이 과해진것같아 그렇게 바라는게 많았니 애가 무섭다는데 굳이 꼭 그래야만했었니? 아티스트 의견도 존중해주면서 해줘 @BigHitEnt,0,,0,0,953229800063213568
316,fnatalia721,2019-04-21 23:28:57+00:00,"Duela a quien le duela, BTS esta haciendo leyenda, son los lideres de esta generación. #방탄소년단 #BTS #BoyWithLuv #BTSPrincesOfPop",3,#BTS #BTS #BoyWithLuv #BTSPrincesOfPop,2,0,812117948705939457
317,ilovegot19,2019-04-21 23:28:42+00:00,축하해~~ 방탄소년단~ 빌보드차트 200 1위 우리는 내일(23일 새벽1시)부터 빌보드 툽 전투에 참전! Army의 위력을 보여주겠어~ 몬쥐알쥐?~ #PersonaBillboardNo1 #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #BTS #BTSARMY @BTS_twt,57,#PersonaBillboardNo1 #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #BTS #BTS #BTSARMY #BTSARMY,68,0,1021042302830051328
318,_nojam_nolife,2019-04-21 23:28:40+00:00,방탄소년단 음악과 영상 속 숨은 '클래식·인문학 코드' http://news.v.daum.net/v/20190422082503624 #방탄소년단 #BTS @BTS_twt,111,#BTS #BTS,64,1,1095298767278956545
319,JessVante,2019-04-21 23:28:34+00:00,So proud of you @BTS_twt #PersonaBillboardNo1 #방탄소년단 #BTS #BTSArmy,0,#PersonaBillboardNo1 #BTS #BTS #BTSArmy #BTSArmy,0,0,133900312
320,oralys31,2019-04-21 23:28:24+00:00,Congratulations @BTS_twt! Celebrate Billboard 200 #1 album MAP OF THE SOUL ‘Persona’ with #PersonaBillboardNo1 BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA vía @YouTube,0,#PersonaBillboardNo1,0,0,1281776940
321,myocngis,2019-04-21 23:28:20+00:00,[upchar] : RT gummysmile93: 안녕!~ ＼(〃￣▽￣〃)／ © Sugapowder_0309 #BTS #방탄소년단 #suga #윤기 #민윤기 BTS_twt,0,#BTS #BTS #suga,0,0,821043206
322,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
323,QueridoJin,2019-04-21 23:28:18+00:00,BTS com 3 álbuns no hot 200 da Billboard em menos de 1 ano! E as armys estão como? Kkkkkkk @BTS_twt #PersonaBillboardNo1 #JIN #김석진 #진 #방탄소년단 #찐,0,#PersonaBillboardNo1 #JIN,0,0,1033858279372455937
324,idolvv4,2019-04-21 23:28:17+00:00, #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1108190657103814656
325,cottonrosefuyou,2019-04-21 23:27:52+00:00,진짜 대단하다~~ 사랑해요 #PersonaBillboardNo1 #BTS #방탄소년단,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1033534640781316098
326,_KiarAka,2019-04-21 23:27:40+00:00,“All the underdogs in the world A day may come when we lose But it is not today Today we fight!” ————————————————— © Do not repost my art without credit. #BTS #BTSfanart #fanart #drawing #bangtanboys #kpopfanart #제이홉 #정국 #슈가 #진 #지민 #rm #뷔 #방탄소년단 #manga #btsmanga,13,#BTS #BTS #BTSfanart #fanart #drawing #bangtanboys #kpopfanart #rm #manga #btsmanga,6,0,852919327351345152
327,didimseok,2019-04-21 23:27:29+00:00,"#호석오빠_가_제일_예쁜_꽃이에요 #제이홉 #정호석 #방탄소년단 OPPA AH, YOU ARE THE MOST BEAUTIFUL FLOWER @BTS_twt",3,,0,0,1102010680595509248
328,JiminBase,2019-04-21 23:27:18+00:00,"[ ] MBC News Today Entertainment Talk, BTS 1st Place on UK 'Official Album Chart' via. __moss #방탄소년단 #BTS @BTS_twt https://twitter.com/__moss/status/1120087700629938176/video/1",132,#BTS #BTS,35,0,731207181018652672
329,BANGWOOL_PD,2019-04-21 23:27:14+00:00,PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 PERSONA IS #1 ON BB200 @BTS_twt #PersonaBillboardNo1 #방탄소년단 #BTS,19,#PersonaBillboardNo1 #BTS #BTS,0,0,62275039
330,tkpurplerush,2019-04-21 23:27:11+00:00,i can't with all this happiness! @BTS_twt and ARMY you've work hard HARD!! WE deserve this and more!! Let's keep working hard and never let go of each other hand! BTS PLEASE KNOW I'M SOOO SOOO PROUD OF YOU!! #PersonaBillboardNo1 #방탄소년단 #GoodmorningTaehyung #BTS,1,#PersonaBillboardNo1 #GoodmorningTaehyung #BTS #BTS,0,0,45335070
331,JeonJim36592469,2019-04-21 23:27:00+00:00,@BTS_twt #BTS #BTSBillboardTopGroup #방탄소년단,1,#BTS #BTS #BTSBillboardTopGroup,0,0,1073013713270202373
332,SeokJin_MX,2019-04-21 23:26:42+00:00,190421 ｡･PREVIO #방탄소년단 #JIN #Seokjin #진 #김석진 – Aladdin fansign – Qué lindoooo ©worldwide_jin04 ⁞ JinDaily ⁞ SeokJin México @BTS_twt,26,#JIN #Seokjin,6,1,942304379960471552
333,JessVante,2019-04-21 23:26:38+00:00,Congrats BTS and ARMY #PersonaBillboardNo1 #방탄소년단 @BTS_twt https://www.billboard.com/amp/articles/columns/chart-beat/8507977/bts-map-of-the-soul-persona-no-1-album-billboard-200-chart?__twitter_impression=true,0,#PersonaBillboardNo1,0,0,133900312
334,LJathir,2019-04-21 23:26:38+00:00,@BTS_twt @btsfancafes @BigHitEnt @ARMYPeru2 #MAP_OF_THE_SOUL_PERSONA #BoyWithLuv #방탄소년단 #BTS #Dionysus #BTSxArmy .... Army de Peru presente ,0,#MAP_OF_THE_SOUL_PERSONA #BoyWithLuv #BTS #BTS #Dionysus #BTSxArmy,0,0,1081745848395055104
335,orizasatipeh,2019-04-21 23:26:36+00:00,STREAM PERSONA!! OUR PRESIDENT DESERVE IT #BTS #PERSONAWelcomeParty #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #BTSCOMEBACK #방탄소년단 https://youtu.be/M9Uy0opVF3s,0,#BTS #BTS #PERSONAWelcomeParty #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #BTSCOMEBACK,0,1,111269812
336,RKrabbit10,2019-04-21 23:26:30+00:00,빌보드 1위 축하해~~~ #BTS #방탄소년단 #PersonaBillboardNo1 @BTS_twt,0,#BTS #BTS #PersonaBillboardNo1,0,0,988680344462180352
337,kookiebun99,2019-04-21 23:26:30+00:00,Adorability level 999999999999999999 #JK #jungkook #정국 #방탄소년단 ,3,#JK #jungkook,1,0,991315200086167557
338,Lehhhang,2019-04-21 23:26:15+00:00,"KIM TAEHYUNG, do you see this picture??? #PersonaBillboardNo1 #GoodmorningTaehyung #방탄소년단 #뷔 #방탄소년단뷔 #BTS #V #BTSV #김태형 #보라해 @BTS_twt",1,#PersonaBillboardNo1 #GoodmorningTaehyung #BTS #BTS #V #BTSV,0,0,1028674001587957763
339,PJM1306_,2019-04-21 23:26:13+00:00,Necesitamos 16 M de armys para llegar a la meta de 200M de vistas en YT... te unes? #BTS #PersonaBillboardNo1 #BoyWithLuv #BoyWithLuvto200M #방탄소년단 https://youtu.be/XsX3ATc3FbA,0,#BTS #BTS #PersonaBillboardNo1 #BoyWithLuv #BoyWithLuvto200M,0,0,919265837047001094
340,BTSLand_jk,2019-04-21 23:26:09+00:00,축하해요~ 오늘 그 기쁨을 온전히 잘 누려요!! 방탄소년단 사랑합니다 #PersonaBillboardNo1 @BTS_twt,5,#PersonaBillboardNo1,8,0,961947882176720897
341,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
342,Of80w14Pg54W6eq,2019-04-21 23:25:55+00:00,#방탄소년단 #BTS #뷔오니소스 #V #우리태형이 #태태,0,#BTS #BTS #V,0,0,1046606035819982848
343,NetiHer93237185,2019-04-21 23:25:48+00:00,#BTS #PersonaBillboardNo1 #방탄소년단 #JIN,0,#BTS #BTS #PersonaBillboardNo1 #JIN,0,0,998579185957269505
344,jessijiyeon,2019-04-21 23:25:46+00:00,빌보드200 1위ㅜㅜ 축하해 방탄ㅜㅜ #BTS #방탄소년단 #PersonaBillboardNo1 @BTS_twt,1,#BTS #BTS #PersonaBillboardNo1,0,0,954484136453918720
345,yoongeling,2019-04-21 23:25:31+00:00,Who paved the way...... @BTS_twt Who paved the way? #BTS Who paved the way? @bts_bighit Who paved the way? #bangtanboys Who paved the way? #Beyondthescene Who paved the way ? #방탄소년단 Who paved the way? #bangtansonyeondan #PersonaBillboardNo1,0,#BTS #BTS #bangtanboys #Beyondthescene #bangtansonyeondan #PersonaBillboardNo1,0,0,999904450444578816
346,bellee_ts,2019-04-21 23:25:28+00:00,Let's celebrate doing Stream PERSONA..... #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt https://open.spotify.com/album/1AvXa8xFEXtR3hb4bgihIK?si=tYnPes-nSrWcvUjCbP_X-A,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1118725451176992769
347,AmberBTS001,2019-04-21 23:25:27+00:00,"3 No. 1 albums in 10.5 months, surpassing the Beatles @bts_twt This is HUGE! #BTS #방탄소년단 #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #PersonaBillboardNo1",0,#BTS #BTS #BoyWithLuv #MAP_OF_THE_SOUL_PERSONA #PersonaBillboardNo1,0,0,921133392380481536
348,Today_BTSV_V,2019-04-21 23:25:23+00:00,"우리방탄 축하해 요즘 축하할 일, 웃을 일만 많아서 행복하다 다치지말고 맛있는거 많이 먹고 잠도 잘자고 건강하고 즐겁게 하자 항상 응원해 @BTS_twt #방탄소년단 #작은것들을위한시 #BoyWithLuv #PersonaBillboardNo1",4,#BoyWithLuv #PersonaBillboardNo1,0,0,1116331165693014017
349,girlinluv_army,2019-04-21 23:25:19+00:00,Lindos Aladin Fansign 알라딘 #BTS #방탄소년단 @BTS_twt,2,#BTS #BTS,2,1,813928746952589312
350,GRISELLtheTae,2019-04-21 23:25:17+00:00,"Aún no lo puedo creer.. estoy tan orgullosa @BTS_twt ""POR ESO CON EL ESFUERZO Y LA DEDICACIÓN TODO SE LOGRA"" Gracias por enseñarnos eso . #방탄소년단 #PersonaBillboardNo1",0,#PersonaBillboardNo1,0,0,1058278112008568834
351,KingSeokjinBr,2019-04-21 23:25:15+00:00,SJ: Yoongichi? sim porque ele é fofo. cr: sjyghsnjs Eu amo essa amizade e já quero essa unit. ~ Mãe do RJ #BTS #방탄소년단 @BTS_twt #JIN #SUGA,3,#BTS #BTS #JIN #SUGA,0,0,1108109523754074113
352,JessVante,2019-04-21 23:25:05+00:00,Congrats guys #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,1,#PersonaBillboardNo1 #BTS #BTS,1,0,133900312
353,anagrz_,2019-04-21 23:25:00+00:00, Proud of the boys. #bts @BTS_twt #방탄소년단 ,0,#bts #bts,0,0,95323552
354,Clara20040314,2019-04-21 23:25:00+00:00,소우주 (Mikrokosmos) - 방탄소년단 - 들어보세요. https://melon.do/keQLDwAPV #Melon @BTS_twt,0,#Melon,0,0,980989568231948289
355,jimin_ehh,2019-04-21 23:24:57+00:00,boy with luv #BTS #방탄소년단 #상남자 #작은것들을위한시 #BoyWithLuv,3,#BTS #BTS #BoyWithLuv,0,0,1013748562193104896
356,ParkJimin_MX,2019-04-21 23:24:49+00:00,"[ ]@BTS_twt Jimin se ve muy sexy en este vídeo, la verdad es que la coreografía de Dionysus se volvió una de mis favoritas. #PersonaBillboardNo1 © OwnerㅣNochuCute #BTS #지민 #Jimin #방탄소년단",32,#PersonaBillboardNo1 #BTS #BTS #Jimin,7,0,1040001196944056320
